movieId,title,genres,rating,genre,year_y,score,director,writer,star,country,company
4141,head over heels,Comedy|Romance,PG-13,Comedy,2001,5.5,Mark Waters,John J. Strauss,Monica Potter,United States,Universal Pictures
4142,left behind: the movie,Action|Adventure|Drama|Thriller,PG-13,Action,2000,4.5,Vic Sarin,Alan B. McElroy,Kirk Cameron,Canada,Cloud Ten Pictures
4143,valentine,Horror|Mystery,R,Horror,2001,4.8,Jamie Blanks,Tom Savage,Denise Richards,Canada,Warner Bros.
4148,hannibal,Horror|Thriller,R,Crime,2001,6.8,Ridley Scott,Thomas Harris,Anthony Hopkins,United States,Metro-Goldwyn-Mayer (MGM)
4153,down to earth,Comedy|Fantasy|Romance,PG-13,Comedy,2001,5.4,Chris Weitz,Elaine May,Chris Rock,Germany,3 Arts Entertainment
4154,recess: school's out,Animation|Children,G,Animation,2001,6.6,Chuck Sheetz,Paul Germain,Andrew Lawrence,United States,Disney Television Animation
4155,sweet november,Drama|Romance,PG-13,Drama,2001,6.7,Pat O'Connor,Herman Raucher,Keanu Reeves,United States,Warner Bros.
4158,monkeybone,Animation|Comedy|Fantasy,PG-13,Animation,2001,4.8,Henry Selick,Kaja Blackley,Brendan Fraser,United States,Twentieth Century Fox
4159,3000 miles to graceland,Action|Thriller,R,Action,2001,6.0,Demian Lichtenstein,Richard Recco,Kurt Russell,United States,Franchise Pictures
4167,15 minutes,Thriller,R,Action,2001,6.1,John Herzfeld,John Herzfeld,Robert De Niro,United States,New Line Cinema
4168,get over it,Comedy|Romance,PG-13,Comedy,2001,5.7,Tommy O'Haver,R. Lee Fleming Jr.,Kirsten Dunst,United States,Miramax
4174,avalon,Drama,PG,Drama,1990,7.2,Barry Levinson,Barry Levinson,Aidan Quinn,United States,TriStar Pictures
6790,avalon,Drama|Fantasy|Sci-Fi,PG,Drama,1990,7.2,Barry Levinson,Barry Levinson,Aidan Quinn,United States,TriStar Pictures
4180,reform school girls,Action|Drama,R,Crime,1986,5.4,Tom DeSimone,Tom DeSimone,Linda Carol,United States,Balcor Film Investors
4181,tapeheads,Comedy,R,Comedy,1988,5.7,Bill Fishman,Bill Fishman,John Cusack,United States,Front Films
4191,alfie,Comedy|Drama|Romance,R,Comedy,2004,6.2,Charles Shyer,Bill Naughton,Jude Law,United Kingdom,Paramount Pictures
8948,alfie,Comedy|Drama|Romance,R,Comedy,2004,6.2,Charles Shyer,Bill Naughton,Jude Law,United Kingdom,Paramount Pictures
4200,double impact,Action,R,Action,1991,5.6,Sheldon Lettich,Sheldon Lettich,Jean-Claude Van Damme,United States,Stone Group Pictures
4203,harley davidson and the marlboro man,Action|Crime|Drama,R,Action,1991,6.1,Simon Wincer,Don Michael Paul,Mickey Rourke,United States,Krisjair
4204,losin' it,Comedy,R,Comedy,1983,4.9,Curtis Hanson,Bill Norton,Tom Cruise,Canada,Tiberius Film Productions
4205,mermaids,Comedy|Drama|Romance,PG-13,Comedy,1990,6.7,Richard Benjamin,Patty Dann,Cher,United States,Orion Pictures
4207,navy seals,Action|Adventure|War,R,Action,1990,5.6,Lewis Teague,Chuck Pfarrer,Charlie Sheen,United States,Orion Pictures
4210,manhunter,Action|Crime|Drama|Horror|Thriller,R,Crime,1986,7.2,Michael Mann,Thomas Harris,William Petersen,United States,De Laurentiis Entertainment Group (DEG)
4211,reversal of fortune,Drama,R,Biography,1990,7.2,Barbet Schroeder,Alan Dershowitz,Jeremy Irons,United States,Sovereign Pictures
4214,revenge of the nerds,Comedy,R,Comedy,1984,6.6,Jeff Kanew,Tim Metcalfe,Robert Carradine,United States,Twentieth Century Fox
4215,revenge of the nerds ii: nerds in paradise,Comedy,PG-13,Comedy,1987,5.1,Joe Roth,Tim Metcalfe,Robert Carradine,United States,Twentieth Century Fox
4218,river's edge,Crime|Drama,R,Crime,1986,7.0,Tim Hunter,Neal Jimenez,Crispin Glover,United States,Hemdale
4219,girls just want to have fun,Comedy,PG,Comedy,1985,6.0,Alan Metter,Amy Spies,Biff Yeager,United States,New World Pictures
4221,necessary roughness,Comedy,PG-13,Comedy,1991,6.2,Stan Dragoti,Rick Natkin,Scott Bakula,United States,Paramount Pictures
4223,enemy at the gates,Drama|War,R,Drama,2001,7.6,Jean-Jacques Annaud,Jean-Jacques Annaud,Jude Law,Ireland,Paramount Pictures
4224,exit wounds,Action|Thriller,R,Action,2001,5.6,Andrzej Bartkowiak,Ed Horowitz,Steven Seagal,United States,Warner Bros.
4226,memento,Mystery|Thriller,R,Mystery,2000,8.4,Christopher Nolan,Christopher Nolan,Guy Pearce,United States,Newmarket Capital Group
4228,heartbreakers,Comedy|Crime|Romance,R,Drama,1984,5.9,Bobby Roth,Bobby Roth,Peter Coyote,United States,Jethro Films Production
4228,heartbreakers,Comedy|Crime|Romance,PG-13,Comedy,2001,6.2,David Mirkin,Robert Dunn,Sigourney Weaver,United States,Davis Entertainment
4229,say it isn't so,Comedy|Romance,R,Comedy,2001,5.0,J.B. Rogers,Peter Gaulke,Chris Klein,United States,Twentieth Century Fox
4231,someone like you,Comedy|Romance,PG-13,Comedy,2001,6.1,Tony Goldwyn,Laura Zigman,Ashley Judd,United States,Fox 2000 Pictures
4232,spy kids,Action|Adventure|Children|Comedy,PG,Action,2001,5.5,Robert Rodriguez,Robert Rodriguez,Alexa PenaVega,United States,Dimension Films
4233,tomcats,Comedy,R,Comedy,2001,5.4,Gregory Poirier,Gregory Poirier,Shannon Elizabeth,United States,Revolution Studios
4238,along came a spider,Action|Crime|Mystery|Thriller,R,Drama,2001,6.4,Lee Tamahori,James Patterson,Morgan Freeman,United States,Paramount Pictures
4239,blow,Crime|Drama,R,Biography,2001,7.6,Ted Demme,Bruce Porter,Johnny Depp,United States,Apostle
4240,just visiting,Comedy|Fantasy,PG-13,Adventure,2001,5.8,Jean-Marie Poiré,Jean-Marie Poiré,Jean Reno,France,Gaumont
4242,beautiful creatures,Comedy|Crime|Drama|Thriller,R,Comedy,2000,5.8,Bill Eagles,Simon Donald,Rachel Weisz,United Kingdom,Arts Council of England
4242,beautiful creatures,Comedy|Crime|Drama|Thriller,PG-13,Drama,2013,6.1,Richard LaGravenese,Richard LaGravenese,Alice Englert,United States,Alcon Entertainment
100487,beautiful creatures,Drama|Fantasy|Romance,R,Comedy,2000,5.8,Bill Eagles,Simon Donald,Rachel Weisz,United Kingdom,Arts Council of England
100487,beautiful creatures,Drama|Fantasy|Romance,PG-13,Drama,2013,6.1,Richard LaGravenese,Richard LaGravenese,Alice Englert,United States,Alcon Entertainment
4246,bridget jones's diary,Comedy|Drama|Romance,R,Comedy,2001,6.7,Sharon Maguire,Helen Fielding,Renée Zellweger,United Kingdom,Miramax
4247,joe dirt,Adventure|Comedy|Mystery|Romance,PG-13,Adventure,2001,6.0,Dennie Gordon,David Spade,David Spade,United States,Columbia Pictures
4248,josie and the pussycats,Comedy,PG-13,Comedy,2001,5.5,Harry Elfont,Deborah Kaplan,Rachael Leigh Cook,Canada,Universal Pictures
4251,chopper,Drama|Thriller,R,Biography,2000,7.2,Andrew Dominik,Mark Brandon Read,Eric Bana,Australia,Australian Film Finance Corporation (AFFC)
4254,crocodile dundee in los angeles,Comedy|Drama,PG,Action,2001,4.8,Simon Wincer,Paul Hogan,Paul Hogan,Australia,Bungalow Productions
4255,freddy got fingered,Comedy,R,Comedy,2001,4.6,Tom Green,Tom Green,Tom Green,United States,New Regency Productions
4262,scarface,Action|Crime|Drama,R,Crime,1983,8.3,Brian De Palma,Oliver Stone,Al Pacino,United States,Universal Pictures
25788,scarface,Crime|Drama,R,Crime,1983,8.3,Brian De Palma,Oliver Stone,Al Pacino,United States,Universal Pictures
4265,driven,Action|Thriller,PG-13,Action,2001,4.6,Renny Harlin,Jan Skrentny,Sylvester Stallone,United States,Franchise Pictures
4267,one night at mccool's,Comedy,R,Comedy,2001,6.1,Harald Zwart,Stan Seidel,Liv Tyler,United States,October Films
4273,under the sand,Drama,Unrated,Drama,2000,7.1,François Ozon,François Ozon,Charlotte Rampling,France,Fidélité Productions
4275,krull,Action|Adventure|Fantasy|Sci-Fi,PG,Action,1983,6.1,Peter Yates,Stanford Sherman,Ken Marshall,United Kingdom,Columbia Pictures
4276,lost in america,Comedy,R,Comedy,1985,7.0,Albert Brooks,Albert Brooks,Albert Brooks,United States,The Geffen Company
4284,frankie and johnny,Comedy,R,Comedy,1991,6.7,Garry Marshall,Terrence McNally,Al Pacino,United States,Paramount Pictures
4285,frankie and johnny,Comedy|Romance,R,Comedy,1991,6.7,Garry Marshall,Terrence McNally,Al Pacino,United States,Paramount Pictures
4290,for the boys,Comedy|Drama|Musical,R,Comedy,1991,6.4,Mark Rydell,Neal Jimenez,Bette Midler,United States,All Girl Productions
4293,summer rental,Comedy,PG,Comedy,1985,6.3,Carl Reiner,Jeremy Stevens,John Candy,United States,Paramount Pictures
4305,angel eyes,Romance|Thriller,R,Drama,2001,5.6,Luis Mandoki,Gerald Di Pego,Jennifer Lopez,United States,Franchise Pictures
4306,shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,PG,Animation,2001,7.9,Andrew Adamson,William Steig,Mike Myers,United States,DreamWorks Animation
4310,pearl harbor,Action|Drama|Romance|War,PG-13,Action,2001,6.2,Michael Bay,Randall Wallace,Ben Affleck,United States,Touchstone Pictures
4321,city slickers,Comedy|Western,PG-13,Comedy,1991,6.8,Ron Underwood,Lowell Ganz,Billy Crystal,United States,Castle Rock Entertainment
4322,eight men out,Drama,PG,Drama,1988,7.2,John Sayles,Eliot Asinof,John Cusack,United States,Orion Pictures
4326,mississippi burning,Crime|Drama|Thriller,R,Crime,1988,7.8,Alan Parker,Chris Gerolmo,Gene Hackman,United States,Orion Pictures
4333,throw momma from the train,Comedy|Crime,PG-13,Comedy,1987,6.3,Danny DeVito,Stu Silver,Danny DeVito,United States,Orion Pictures
4334,yi yi,Drama,Not Rated,Drama,2000,8.2,Edward Yang,Edward Yang,Nien-Jen Wu,Taiwan,1+2 Seisaku Iinkai
4342,big eden,Drama|Romance,PG-13,Comedy,2000,7.3,Thomas Bezucha,Thomas Bezucha,Arye Gross,United States,Chaiken Films
4343,evolution,Comedy|Sci-Fi,PG-13,Comedy,2001,6.1,Ivan Reitman,Don Jakoby,David Duchovny,United States,Columbia Pictures
4344,swordfish,Action|Crime|Drama,R,Action,2001,6.5,Dominic Sena,Skip Woods,John Travolta,United States,Hollywood Licensing Group
4351,point break,Action|Crime|Thriller,R,Action,1991,7.3,Kathryn Bigelow,Rick King,Patrick Swayze,United States,Largo Entertainment
4351,point break,Action|Crime|Thriller,PG-13,Action,2015,5.3,Ericson Core,Kurt Wimmer,Edgar Ramírez,China,Alcon Entertainment
4353,uncommon valor,Action|War,R,Action,1983,6.4,Ted Kotcheff,Joe Gayton,Gene Hackman,United States,Paramount Pictures
4354,unlawful entry,Crime|Thriller,R,Crime,1992,6.3,Jonathan Kaplan,George Putnam,Kurt Russell,Japan,Largo Entertainment
4355,youngblood,Action|Drama,R,Drama,1986,6.2,Peter Markle,Peter Markle,Rob Lowe,United States,Blueline Productions
4361,tootsie,Comedy|Romance,PG,Comedy,1982,7.4,Sydney Pollack,Don McGuire,Dustin Hoffman,United States,Columbia Pictures
4366,atlantis: the lost empire,Adventure|Animation|Children|Fantasy,PG,Animation,2001,6.9,Gary Trousdale,Tab Murphy,Michael J. Fox,United States,Walt Disney Animation Studios
4367,lara croft: tomb raider,Action|Adventure,PG-13,Action,2001,5.8,Simon West,Sara B. Cooper,Angelina Jolie,United States,Paramount Pictures
4368,dr. dolittle 2,Comedy,PG,Comedy,2001,4.7,Steve Carr,Hugh Lofting,Eddie Murphy,United States,Twentieth Century Fox
4370,a.i. artificial intelligence,Adventure|Drama|Sci-Fi,PG-13,Drama,2001,7.2,Steven Spielberg,Brian Aldiss,Haley Joel Osment,United States,Warner Bros.
4371,baby boy,Crime|Drama,R,Crime,2001,6.4,John Singleton,John Singleton,Alexsandra Wright,United States,Columbia Pictures
4372,crazy/beautiful,Drama|Romance,PG-13,Drama,2001,6.4,John Stockwell,Phil Hay,Kirsten Dunst,United States,Touchstone Pictures
4373,pootie tang,Comedy,PG-13,Action,2001,5.3,Louis C.K.,Louis C.K.,Chris Rock,United States,Paramount Pictures
4378,sexy beast,Crime|Drama,R,Crime,2000,7.3,Jonathan Glazer,Louis Mellis,Ray Winstone,United Kingdom,Recorded Picture Company (RPC)
4386,cats & dogs,Children|Comedy,PG,Action,2001,5.1,Lawrence Guterman,John Requa,Alec Baldwin,United States,Warner Bros.
4387,kiss of the dragon,Action,R,Action,2001,6.6,Chris Nahon,Jet Li,Jet Li,France,Twentieth Century Fox
4388,scary movie 2,Comedy,R,Comedy,2001,5.3,Keenen Ivory Wayans,Shawn Wayans,Anna Faris,United States,Dimension Films
4389,lost and delirious,Drama,R,Drama,2001,6.9,Léa Pool,Susan Swan,Piper Perabo,Canada,Cité-Amérique
4392,alice,Comedy|Drama|Fantasy|Romance,PG-13,Comedy,1990,6.6,Woody Allen,Woody Allen,Mia Farrow,United States,Jack Rollins & Charles H. Joffe Productions
72982,alice,Action|Adventure|Fantasy,PG-13,Comedy,1990,6.6,Woody Allen,Woody Allen,Mia Farrow,United States,Jack Rollins & Charles H. Joffe Productions
4393,another woman,Drama,PG,Drama,1988,7.3,Woody Allen,Woody Allen,Gena Rowlands,United States,Jack Rollins & Charles H. Joffe Productions
4397,cannonball run ii,Action|Comedy,PG,Action,1984,5.1,Hal Needham,Brock Yates,Burt Reynolds,Hong Kong,Arcafin B.V.
4408,september,Drama,PG,Drama,1987,6.5,Woody Allen,Woody Allen,Elaine Stritch,United States,Jack Rollins & Charles H. Joffe Productions
4409,shadows and fog,Comedy|Drama|Mystery|Thriller,PG-13,Comedy,1991,6.7,Woody Allen,Woody Allen,Woody Allen,United States,Jack Rollins & Charles H. Joffe Productions
4410,something wild,Comedy|Crime|Drama,R,Comedy,1986,6.9,Jonathan Demme,E. Max Frye,Jeff Daniels,United States,Religioso Primitiva
4437,suspiria,Horror,R,Fantasy,2018,6.7,Luca Guadagnino,Dario Argento,Chloë Grace Moretz,Italy,Frenesy Film Company
4443,outland,Action|Sci-Fi|Thriller,R,Action,1981,6.6,Peter Hyams,Peter Hyams,Sean Connery,United Kingdom,The Ladd Company
4446,final fantasy: the spirits within,Adventure|Animation|Fantasy|Sci-Fi,PG-13,Animation,2001,6.4,Hironobu Sakaguchi,Hironobu Sakaguchi,Alec Baldwin,United States,Chris Lee Productions
4447,legally blonde,Comedy|Romance,PG-13,Comedy,2001,6.3,Robert Luketic,Amanda Brown,Reese Witherspoon,United States,Metro-Goldwyn-Mayer (MGM)
4450,bully,Crime|Drama|Thriller,TV-MA,Biography,2001,6.9,Larry Clark,Jim Schutze,Brad Renfro,United States,StudioCanal
94130,bully,Documentary,TV-MA,Biography,2001,6.9,Larry Clark,Jim Schutze,Brad Renfro,United States,StudioCanal
4452,made,Comedy,R,Comedy,2001,6.4,Jon Favreau,Jon Favreau,Vince Vaughn,United States,Artisan Entertainment
4462,18 again!,Comedy|Fantasy,PG,Comedy,1988,5.7,Paul Flaherty,Josh Goldstein,Charlie Schlatter,United States,New World Entertainment Films
4463,1969,Drama|War,R,Drama,1988,5.8,Ernest Thompson,Ernest Thompson,Robert Downey Jr.,United States,Atlantic Entertainment Group
4466,above the law,Action|Crime|Drama,R,Action,1988,6.0,Andrew Davis,Andrew Davis,Steven Seagal,United States,Warner Bros.
4471,arthur 2: on the rocks,Comedy|Romance,PG,Comedy,1988,4.6,Bud Yorkin,Steve Gordon,Dudley Moore,United States,Warner Bros.
4473,bat*21,Drama|War,R,Drama,1988,6.5,Peter Markle,William C. Anderson,Gene Hackman,United States,TriStar Pictures
4474,beaches,Comedy|Drama|Musical,PG-13,Comedy,1988,6.9,Garry Marshall,Iris Rainer,Bette Midler,United States,All Girl Productions
4476,big business,Comedy,PG,Comedy,1988,6.4,Jim Abrahams,Dori Pierson,Bette Midler,United States,Touchstone Pictures
4477,big top pee-wee,Adventure|Children|Comedy,PG,Adventure,1988,5.1,Randal Kleiser,Paul Reubens,Paul Reubens,United States,Paramount Pictures
4478,biloxi blues,Comedy|Drama,PG-13,Comedy,1988,6.6,Mike Nichols,Neil Simon,Matthew Broderick,United States,Rastar Pictures
4482,"bright lights, big city",Drama,R,Drama,1988,5.7,James Bridges,Jay McInerney,Michael J. Fox,United States,United Artists
4483,caddyshack ii,Comedy,PG,Comedy,1988,3.8,Allan Arkush,Brian Doyle-Murray,Jackie Mason,United States,The Guber-Peters Company
4484,camille claudel,Drama,R,Biography,1988,7.3,Bruno Nuytten,Reine-Marie Paris,Isabelle Adjani,France,Les Films Christian Fechner
4487,cocktail,Drama|Romance,R,Comedy,1988,5.9,Roger Donaldson,Heywood Gould,Tom Cruise,United States,Touchstone Pictures
4487,cocktail,Drama|Romance,Not Rated,Comedy,2012,6.3,Homi Adajania,Imtiaz Ali,Saif Ali Khan,United Kingdom,Cocktail Film
4488,colors,Action|Crime|Drama,R,Action,1988,6.7,Dennis Hopper,Michael Schiffer,Sean Penn,United States,Orion Pictures
4489,coming to america,Comedy|Romance,R,Comedy,1988,7.1,John Landis,Eddie Murphy,Eddie Murphy,United States,Paramount Pictures
4492,critters,Comedy|Sci-Fi,PG-13,Comedy,1986,6.1,Stephen Herek,Domonic Muir,Dee Wallace,United States,New Line Cinema
4495,crossing delancey,Comedy|Romance,PG,Comedy,1988,6.9,Joan Micklin Silver,Susan Sandler,Amy Irving,United States,Warner Bros.
4496,d.o.a.,Film-Noir|Mystery|Thriller,R,Mystery,1988,6.2,Annabel Jankel,Charles Edward Pogue,Dennis Quaid,United States,Bigelow Productions
7223,d.o.a.,Drama|Film-Noir|Mystery,R,Mystery,1988,6.2,Annabel Jankel,Charles Edward Pogue,Dennis Quaid,United States,Bigelow Productions
4497,dead heat,Action|Comedy|Horror|Sci-Fi,R,Action,1988,6.0,Mark Goldblatt,Terry Black,Treat Williams,United States,New World Pictures
4499,dirty rotten scoundrels,Comedy,PG,Comedy,1988,7.4,Frank Oz,Dale Launer,Steve Martin,United States,Orion Pictures
4500,drowning by numbers,Comedy|Drama,R,Comedy,1988,7.2,Peter Greenaway,Peter Greenaway,Bernard Hill,United Kingdom,Film Four International
4502,ernest saves christmas,Children|Comedy,PG,Comedy,1988,5.6,John R. Cherry III,Ed Turner,Jim Varney,United States,Touchstone Pictures
4504,feds,Comedy,PG-13,Comedy,1988,5.4,Daniel Goldberg,Len Blum,Rebecca De Mornay,United States,Warner Bros.
4506,frantic,Crime|Mystery|Thriller,R,Crime,1988,6.9,Roman Polanski,Roman Polanski,Harrison Ford,France,Warner Bros.
4508,gorillas in the mist,Drama,PG-13,Biography,1988,7.0,Michael Apted,Harold T.P. Hayes,Sigourney Weaver,United States,Universal Pictures
4511,high spirits,Comedy,PG-13,Comedy,1988,5.8,Neil Jordan,Neil Jordan,Peter O'Toole,Ireland,Vision PDG
4516,johnny be good,Comedy,R,Comedy,1988,4.6,Bud S. Smith,Steve Zacharias,Anthony Michael Hall,United States,Zacharias-Buhai Productions
4518,the lair of the white worm,Comedy|Horror,R,Comedy,1988,5.9,Ken Russell,Ken Russell,Amanda Donohoe,United Kingdom,White Lair
4520,license to drive,Comedy,PG-13,Comedy,1988,6.3,Greg Beeman,Neil Tolkin,Corey Haim,United States,Twentieth Century Fox
4521,little nikita,Drama,PG,Drama,1988,6.0,Richard Benjamin,John Hill,Sidney Poitier,United States,Columbia Pictures
4522,masquerade,Mystery|Romance|Thriller,R,Drama,1988,6.1,Bob Swaim,Dick Wolf,Rob Lowe,United States,Metro-Goldwyn-Mayer (MGM)
4524,moon over parador,Comedy,PG-13,Comedy,1988,6.0,Paul Mazursky,Charles G. Booth,Richard Dreyfuss,United States,Universal Pictures
4526,my stepmother is an alien,Comedy|Romance|Sci-Fi,PG-13,Comedy,1988,5.4,Richard Benjamin,Jerico Stone,Dan Aykroyd,United States,Weintraub Entertainment Group
4531,red heat,Action,R,Action,1988,6.1,Walter Hill,Walter Hill,Arnold Schwarzenegger,United States,Carolco Pictures
4537,running on empty,Drama,PG-13,Crime,1988,7.7,Sidney Lumet,Naomi Foner,River Phoenix,United States,Double Play
4544,short circuit 2,Comedy|Sci-Fi,PG,Comedy,1988,5.7,Kenneth Johnson,S.S. Wilson,Fisher Stevens,United States,TriStar Pictures
4545,short circuit,Comedy|Sci-Fi,PG,Comedy,1986,6.7,John Badham,S.S. Wilson,Ally Sheedy,United States,TriStar Pictures
4553,they live,Action|Sci-Fi|Thriller,R,Action,1988,7.3,John Carpenter,Ray Nelson,Roddy Piper,United States,Alive Films
4557,tucker: the man and his dream,Drama,PG,Biography,1988,6.9,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,United States,Lucasfilm
4558,twins,Comedy,PG,Comedy,1988,6.1,Ivan Reitman,William Davies,Arnold Schwarzenegger,United States,Universal Pictures
4562,without a clue,Comedy|Mystery,PG,Comedy,1988,7.0,Thom Eberhardt,Gary Murphy,Michael Caine,United Kingdom,Incorporated Television Company (ITC)
4563,young einstein,Comedy,PG,Comedy,1988,5.2,Yahoo Serious,Yahoo Serious,Yahoo Serious,Australia,Warner Bros.
4564,always,Drama|Fantasy|Romance,PG,Drama,1989,6.4,Steven Spielberg,Jerry Belson,Richard Dreyfuss,United States,Universal Pictures
4568,best of the best,Action,PG-13,Action,1989,6.4,Robert Radler,Phillip Rhee,Eric Roberts,United States,The Movie Group
4571,bill & ted's excellent adventure,Adventure|Comedy|Sci-Fi,PG,Adventure,1989,7.0,Stephen Herek,Chris Matheson,Keanu Reeves,United States,De Laurentiis Entertainment Group (DEG)
4572,black rain,Action|Crime|Drama,R,Action,1989,6.6,Ridley Scott,Craig Bolotin,Michael Douglas,United States,Paramount Pictures
4573,blaze,Comedy|Drama,R,Biography,1989,6.0,Ron Shelton,Blaze Starr,Paul Newman,United States,Touchstone Pictures
4574,blind fury,Action|Thriller,R,Action,1989,6.4,Phillip Noyce,Ryôzô Kasahara,Rutger Hauer,United States,TriStar Pictures
4577,casualties of war,Drama|War,R,Action,1989,7.1,Brian De Palma,Daniel Lang,Michael J. Fox,United States,Art Linson Productions
4578,chances are,Comedy|Romance,PG,Comedy,1989,6.5,Emile Ardolino,Perry Howze,Cybill Shepherd,United States,TriStar Pictures
4580,cyborg,Action|Sci-Fi,R,Action,1989,5.1,Albert Pyun,Albert Pyun,Jean-Claude Van Damme,United States,Cannon Entertainment
4581,dad,Drama,PG,Comedy,1989,6.3,Gary David Goldberg,William Wharton,Jack Lemmon,United States,Amblin Entertainment
4583,disorganized crime,Action|Comedy,R,Action,1989,6.3,Jim Kouf,Jim Kouf,Hoyt Axton,United States,Kouf/Bigelow Productions
4584,dream a little dream,Comedy|Drama|Romance,PG-13,Comedy,1989,5.8,Marc Rocco,Daniel Jay Franklin,Corey Feldman,United States,Lightning Pictures
4587,earth girls are easy,Comedy|Musical|Sci-Fi,PG,Comedy,1988,5.4,Julien Temple,Julie Brown,Geena Davis,United Kingdom,De Laurentiis Entertainment Group (DEG)
4589,eddie and the cruisers,Drama|Musical|Mystery,PG,Drama,1983,6.9,Martin Davidson,Martin Davidson,Tom Berenger,United States,Aurora
4591,erik the viking,Adventure|Comedy|Fantasy,PG-13,Comedy,1989,6.2,Terry Jones,Terry Jones,Tim Robbins,United Kingdom,KB Erik the Viking
4593,family business,Comedy,R,Crime,1989,5.7,Sidney Lumet,Vincent Patrick,Sean Connery,United States,TriStar Pictures
4594,farewell to the king,Action|War,PG-13,Action,1989,6.3,John Milius,Pierre Schoendoerffer,Nick Nolte,United States,Cine Location Services
4595,fat man and little boy,Drama,PG-13,Biography,1989,6.5,Roland Joffé,Bruce Robinson,Paul Newman,United States,Paramount Pictures
4597,gleaming the cube,Action|Drama|Mystery,PG-13,Action,1989,6.3,Graeme Clifford,Michael Tolkin,Christian Slater,United States,David Foster Productions
4599,great balls of fire!,Drama,PG-13,Biography,1989,6.2,Jim McBride,Myra Lewis,Dennis Quaid,United States,Orion Pictures
4602,harlem nights,Comedy|Crime|Romance,R,Comedy,1989,6.1,Eddie Murphy,Eddie Murphy,Eddie Murphy,United States,Eddie Murphy Productions
4603,her alibi,Comedy|Romance,PG,Comedy,1989,5.8,Bruce Beresford,Charlie Peters,Tom Selleck,United States,Warner Bros.
4605,how to get ahead in advertising,Comedy|Fantasy,R,Comedy,1989,6.9,Bruce Robinson,Bruce Robinson,Richard E. Grant,United Kingdom,HandMade Films
4611,johnny handsome,Crime|Drama,R,Crime,1989,6.1,Walter Hill,John Godey,Mickey Rourke,United States,Carolco Pictures
4613,k-9,Action|Comedy|Crime,PG-13,Action,1989,6.0,Rod Daniel,Steven Siegel,Jim Belushi,United States,Gordon Company
4614,kickboxer,Action,R,Action,1989,6.5,Mark DiSalle,Mark DiSalle,Jean-Claude Van Damme,United States,Kings Road Entertainment
4615,last exit to brooklyn,Drama,R,Drama,1989,6.8,Uli Edel,Hubert Selby Jr.,Jennifer Jason Leigh,United Kingdom,Allied Filmmakers
4616,lean on me,Drama,PG-13,Drama,1989,7.4,John G. Avildsen,Michael Schiffer,Morgan Freeman,United States,Norman Twain Productions
4617,let it ride,Comedy,PG-13,Comedy,1989,6.8,Joe Pytka,Jay Cronley,Richard Dreyfuss,United States,Alleged Productions
4619,little monsters,Comedy,PG,Adventure,1989,6.1,Richard Greenberg,Terry Rossio,Fred Savage,United States,Davis Entertainment
4621,look who's talking,Comedy|Romance,PG-13,Comedy,1989,5.9,Amy Heckerling,Amy Heckerling,John Travolta,United States,TriStar Pictures
4622,loverboy,Comedy,PG-13,Comedy,1989,6.1,Joan Micklin Silver,Robin Schiff,Patrick Dempsey,United States,Crescent Film Enterprises
4623,major league,Comedy,R,Comedy,1989,7.2,David S. Ward,David S. Ward,Tom Berenger,United States,Mirage Enterprises
4625,millennium,Drama|Sci-Fi|Thriller,PG-13,Drama,1989,5.8,Michael Anderson,John Varley,Kris Kristofferson,United States,First Millenium Partnership
4626,miracle mile,Drama|Romance|Sci-Fi,R,Action,1988,7.0,Steve De Jarnatt,Steve De Jarnatt,Anthony Edwards,United States,Hemdale
4628,new york stories,Comedy|Drama,PG,Comedy,1989,6.4,Woody Allen,Richard Price,Woody Allen,United States,Touchstone Pictures
4629,next of kin,Action|Crime|Thriller,R,Action,1989,5.8,John Irvin,Michael Jenning,Patrick Swayze,United States,Lorimar Film Entertainment
4630,no holds barred,Action,PG-13,Action,1989,4.4,Thomas J. Wright,Dennis Hackin,Hulk Hogan,United States,New Line Cinema
4635,pink cadillac,Action|Comedy|Drama,PG-13,Action,1989,5.4,Buddy Van Horn,John Eskow,Clint Eastwood,United States,Malpaso Productions
4638,jurassic park iii,Action|Adventure|Sci-Fi|Thriller,PG-13,Action,2001,5.9,Joe Johnston,Michael Crichton,Sam Neill,United States,Universal Pictures
4639,america's sweethearts,Comedy|Romance,PG-13,Comedy,2001,5.7,Joe Roth,Billy Crystal,Julia Roberts,United States,Revolution Studios
4640,brother,Action|Crime|Thriller,,Crime,2000,7.1,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,United States,Recorded Picture Company (RPC)
4641,ghost world,Comedy|Drama,R,Comedy,2001,7.3,Terry Zwigoff,Daniel Clowes,Steve Buscemi,United States,United Artists
4642,hedwig and the angry inch,Comedy|Drama|Musical,R,Comedy,2001,7.7,John Cameron Mitchell,John Cameron Mitchell,John Cameron Mitchell,United States,Killer Films
4645,cure,Crime|Horror|Thriller,Not Rated,Crime,1997,7.4,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Masato Hagiwara,Japan,Daiei Studios
4646,greenfingers,Comedy|Drama,R,Comedy,2000,6.8,Joel Hershman,Joel Hershman,Clive Owen,United Kingdom,Boneyard Entertainment
